1000	6464	4400	3176	2169
2000	6542	6269	3204	1985
3000	5644	5348	2868	1739
4000	6514	4464	3400	1739
5000	5739	5107	2871	1735
6000	5141	5227	2744	1728
7000	6504	5302	2535	1718
8000	6118	4269	2518	1688
9000	4610	4954	2485	1730
10000	6747	4713	2580	1704
