10000	6463	5413	4031	3875
20000	6613	4892	4181	3385
30000	6936	4952	3989	3480
40000	6686	4814	3875	3356
50000	6332	4869	3929	3409
60000	6793	4706	3904	3370
70000	6221	4881	4580	3448
80000	6379	4769	3789	3349
90000	6500	4649	3786	3291
100000	6270	4925	3837	3409
